interaction_id,customer_id,interaction_date,interaction_type,branch_code,channel
INT812516,C01005700,2024-09-05,App_Login,B002,USSD
INT679062,C01005700,2025-01-20,USSD_Session,B002,App
INT974898,C01005700,2026-07-25,SMS_Received,B002,Agent
INT633310,C01005701,2028-05-31,SMS_Received,B004,USSD
INT884740,C01005701,2028-11-21,Branch_Visit,B004,App
INT810218,C01005701,2028-02-04,USSD_Session,B004,App
INT670392,C01005701,2028-12-01,Customer_Care_Call,B004,Branch
INT716678,C01005701,2027-01-14,App_Login,B004,Branch
INT934157,C01005701,2028-12-11,App_Login,B004,App
INT560233,C01005701,2025-09-18,Customer_Care_Call,B004,Web
INT537223,C01005701,2027-06-08,SMS_Received,B004,App
INT845338,C01005701,2029-08-11,Branch_Visit,B004,Web
INT970480,C01005701,2028-12-30,USSD_Session,B004,App
INT680368,C01005701,2028-07-24,SMS_Received,B004,App
INT793991,C01005701,2026-09-10,Customer_Care_Call,B004,Agent
INT510041,C01005701,2027-01-10,Branch_Visit,B004,Web
INT964465,C01005701,2026-10-31,App_Login,B004,Web
INT983459,C01005701,2026-09-20,SMS_Received,B004,ATM
INT927138,C01005701,2025-11-23,USSD_Session,B004,App
INT824163,C01005701,2026-12-08,USSD_Session,B004,Agent
INT649420,C01005701,2028-01-03,USSD_Session,B004,ATM
INT566565,C01005701,2027-02-02,SMS_Received,B004,ATM
INT813744,C01005701,2028-09-01,USSD_Session,B004,Agent
INT900554,C01005701,2028-09-01,Customer_Care_Call,B004,ATM
INT528209,C01005702,2024-12-22,USSD_Session,B001,App
INT560206,C01005702,2026-02-19,SMS_Received,B001,Web
INT558817,C01005702,2026-02-12,Branch_Visit,B001,App
INT754496,C01005702,2024-05-04,Branch_Visit,B001,Web
INT900632,C01005702,2026-02-06,SMS_Received,B001,USSD
INT500819,C01005702,2022-11-27,SMS_Received,B001,Agent
INT518963,C01005702,2025-03-25,Customer_Care_Call,B001,Branch
INT995655,C01005702,2023-11-13,Branch_Visit,B001,Web
INT869649,C01005702,2025-03-26,SMS_Received,B001,Agent
INT606718,C01005702,2024-06-28,App_Login,B001,App
INT719566,C01005702,2026-06-14,Customer_Care_Call,B001,Branch
INT836368,C01005702,2024-12-24,App_Login,B001,ATM
INT663095,C01005702,2026-11-02,App_Login,B001,Branch
INT701086,C01005702,2026-07-12,App_Login,B001,Branch
INT610653,C01005702,2026-04-09,App_Login,B001,Branch
INT522494,C01005702,2025-11-04,USSD_Session,B001,ATM
INT690090,C01005702,2023-09-04,Customer_Care_Call,B001,ATM
INT752509,C01005702,2026-03-23,SMS_Received,B001,Agent
INT952544,C01005703,2025-07-11,USSD_Session,B002,Agent
INT903089,C01005703,2028-03-02,Customer_Care_Call,B002,USSD
INT667883,C01005703,2025-06-03,SMS_Received,B002,USSD
INT501539,C01005703,2027-04-03,Customer_Care_Call,B002,Branch
INT765464,C01005703,2024-01-29,Branch_Visit,B002,USSD
INT912134,C01005703,2028-01-02,Branch_Visit,B002,USSD
INT964562,C01005703,2027-12-29,USSD_Session,B002,Agent
INT862325,C01005703,2025-10-23,App_Login,B002,ATM
INT770132,C01005703,2024-01-26,SMS_Received,B002,Web
INT944960,C01005703,2024-12-10,App_Login,B002,Branch
INT731218,C01005703,2024-11-24,Branch_Visit,B002,Branch
INT532483,C01005703,2024-09-07,App_Login,B002,ATM
INT834667,C01005703,2025-01-31,USSD_Session,B002,Branch
INT930428,C01005703,2024-08-22,USSD_Session,B002,USSD
INT564738,C01005704,2025-08-31,USSD_Session,B001,Branch
INT856373,C01005704,2027-07-21,USSD_Session,B001,App
INT919789,C01005704,2027-07-05,USSD_Session,B001,App
INT748780,C01005704,2025-01-29,Customer_Care_Call,B001,Branch
INT694298,C01005704,2026-10-29,Branch_Visit,B001,ATM
INT781333,C01005704,2025-05-04,Customer_Care_Call,B001,Branch
INT928414,C01005704,2027-06-18,App_Login,B001,USSD
INT989736,C01005704,2027-05-04,Customer_Care_Call,B001,Agent
INT808904,C01005704,2025-09-11,Customer_Care_Call,B001,Branch
INT703068,C01005704,2024-06-12,Branch_Visit,B001,ATM
INT893909,C01005704,2025-09-08,Branch_Visit,B001,App
INT876207,C01005704,2026-08-22,Branch_Visit,B001,USSD
INT654746,C01005704,2024-07-30,Customer_Care_Call,B001,App
INT731551,C01005705,2023-06-23,SMS_Received,B002,Agent
INT774717,C01005705,2025-08-22,USSD_Session,B002,USSD
INT931757,C01005705,2027-06-15,SMS_Received,B002,ATM
INT502622,C01005705,2025-09-17,App_Login,B002,Agent
INT689977,C01005705,2023-07-19,SMS_Received,B002,Web
INT985294,C01005705,2023-12-21,USSD_Session,B002,Branch
INT748953,C01005705,2026-01-11,Customer_Care_Call,B002,Agent
INT658238,C01005705,2025-04-13,USSD_Session,B002,App
INT880807,C01005706,2025-07-31,Branch_Visit,B002,USSD
INT637210,C01005706,2028-08-12,Branch_Visit,B002,App
INT870035,C01005706,2027-12-16,App_Login,B002,Web
INT843512,C01005706,2027-05-31,Branch_Visit,B002,Agent
INT837386,C01005706,2027-07-08,USSD_Session,B002,ATM
INT694775,C01005706,2025-05-30,USSD_Session,B002,ATM
INT606687,C01005706,2025-09-04,Branch_Visit,B002,Branch
INT772010,C01005706,2028-12-18,USSD_Session,B002,Branch
INT635972,C01005706,2028-03-30,App_Login,B002,USSD
INT873750,C01005706,2026-05-29,SMS_Received,B002,ATM
INT630720,C01005706,2026-06-14,USSD_Session,B002,App
INT671848,C01005706,2026-11-13,Customer_Care_Call,B002,ATM
INT987334,C01005706,2029-05-17,Customer_Care_Call,B002,Web
INT697989,C01005706,2025-10-24,SMS_Received,B002,USSD
INT848683,C01005706,2028-03-05,SMS_Received,B002,USSD
INT810152,C01005706,2029-03-29,SMS_Received,B002,Web
INT944187,C01005707,2027-07-01,Branch_Visit,B005,Branch
INT503058,C01005707,2025-05-29,USSD_Session,B005,USSD
INT540019,C01005707,2027-07-18,Customer_Care_Call,B005,App
INT754391,C01005707,2024-11-09,Branch_Visit,B005,Web
INT820460,C01005707,2026-09-27,USSD_Session,B005,USSD
INT769347,C01005707,2025-10-08,Customer_Care_Call,B005,Agent
INT953859,C01005707,2027-05-10,SMS_Received,B005,App
INT997194,C01005707,2025-06-13,Customer_Care_Call,B005,Agent
INT580675,C01005707,2024-08-25,App_Login,B005,ATM
INT653268,C01005707,2025-04-09,Customer_Care_Call,B005,Web
INT770607,C01005708,2023-04-07,SMS_Received,B004,Agent
INT723082,C01005708,2026-03-21,USSD_Session,B004,Agent
INT747523,C01005708,2024-02-14,Customer_Care_Call,B004,Web
INT775019,C01005708,2022-10-31,App_Login,B004,Agent
INT516398,C01005708,2022-10-05,Branch_Visit,B004,Branch
INT875977,C01005708,2023-08-08,Branch_Visit,B004,Agent
INT779649,C01005708,2024-01-02,USSD_Session,B004,ATM
INT894445,C01005708,2025-11-14,SMS_Received,B004,ATM
INT585272,C01005708,2024-02-10,Branch_Visit,B004,Web
INT502497,C01005708,2024-01-23,USSD_Session,B004,Web
INT941364,C01005708,2026-05-08,Customer_Care_Call,B004,App
INT836143,C01005708,2026-11-09,Customer_Care_Call,B004,USSD
INT784228,C01005708,2025-11-21,USSD_Session,B004,Agent
INT515460,C01005708,2025-06-27,Customer_Care_Call,B004,USSD
INT628735,C01005708,2023-02-12,Customer_Care_Call,B004,USSD
INT647862,C01005708,2024-05-07,USSD_Session,B004,App
INT912109,C01005708,2023-05-25,SMS_Received,B004,Agent
INT888366,C01005708,2023-11-22,USSD_Session,B004,Web
INT560988,C01005708,2024-02-28,Branch_Visit,B004,USSD
INT593912,C01005708,2025-03-22,SMS_Received,B004,ATM
INT637430,C01005708,2026-02-02,Branch_Visit,B004,ATM
INT636166,C01005708,2023-02-23,SMS_Received,B004,USSD
INT691272,C01005708,2026-08-21,Branch_Visit,B004,Branch
INT705301,C01005709,2028-08-29,App_Login,B004,Web
INT562176,C01005709,2026-09-24,App_Login,B004,App
INT997122,C01005709,2027-01-06,App_Login,B004,App
INT540825,C01005709,2028-07-07,SMS_Received,B004,Branch
INT634312,C01005709,2025-02-27,SMS_Received,B004,USSD
INT536459,C01005709,2025-04-09,App_Login,B004,Agent
INT564719,C01005709,2025-04-17,App_Login,B004,App
INT761887,C01005709,2026-01-28,App_Login,B004,App
INT505570,C01005709,2027-11-21,Branch_Visit,B004,Agent
INT864541,C01005709,2025-04-26,Customer_Care_Call,B004,ATM
INT921151,C01005709,2025-05-06,App_Login,B004,App
INT640482,C01005709,2028-09-20,Branch_Visit,B004,USSD
INT741879,C01005709,2026-12-02,Customer_Care_Call,B004,Agent
INT791354,C01005709,2026-08-18,SMS_Received,B004,ATM
INT673368,C01005709,2026-04-21,SMS_Received,B004,App
INT959047,C01005709,2025-08-28,USSD_Session,B004,ATM
INT592566,C01005709,2025-11-05,Branch_Visit,B004,Agent
INT790015,C01005709,2028-01-25,USSD_Session,B004,USSD
INT868582,C01005709,2028-11-03,App_Login,B004,App
INT938204,C01005709,2027-07-01,Customer_Care_Call,B004,Agent
INT725059,C01005710,2028-10-09,USSD_Session,B015,Web
INT595241,C01005710,2025-01-07,USSD_Session,B015,Branch
INT572302,C01005710,2025-06-28,USSD_Session,B015,Branch
INT805043,C01005710,2027-07-17,USSD_Session,B015,Branch
INT816924,C01005710,2025-01-10,App_Login,B015,USSD
INT699143,C01005710,2026-10-28,App_Login,B015,USSD
INT748458,C01005710,2026-02-11,SMS_Received,B015,App
INT890412,C01005710,2028-03-08,USSD_Session,B015,App
INT959016,C01005710,2025-07-14,Branch_Visit,B015,Web
INT680655,C01005710,2027-10-08,App_Login,B015,Agent
INT501738,C01005710,2024-11-05,Branch_Visit,B015,Web
INT523673,C01005711,2025-04-04,SMS_Received,B002,ATM
INT819478,C01005711,2028-07-22,USSD_Session,B002,Agent
INT947677,C01005711,2028-02-29,Branch_Visit,B002,Agent
INT908733,C01005711,2028-10-17,SMS_Received,B002,Branch
INT635104,C01005711,2026-02-01,App_Login,B002,Branch
INT572149,C01005711,2028-08-20,SMS_Received,B002,Branch
INT762695,C01005711,2028-07-14,SMS_Received,B002,Agent
INT859995,C01005711,2026-06-28,App_Login,B002,USSD
INT608263,C01005711,2026-12-10,USSD_Session,B002,Agent
INT747091,C01005711,2026-12-10,SMS_Received,B002,App
INT585976,C01005712,2024-12-19,SMS_Received,B003,Branch
INT887789,C01005712,2022-12-27,Branch_Visit,B003,App
INT614350,C01005712,2024-02-12,Customer_Care_Call,B003,Web
INT567159,C01005712,2025-01-09,Branch_Visit,B003,ATM
INT903168,C01005712,2023-01-19,Branch_Visit,B003,Agent
INT734804,C01005712,2023-12-02,USSD_Session,B003,USSD
INT797330,C01005712,2023-09-21,App_Login,B003,Branch
INT893090,C01005712,2024-05-05,USSD_Session,B003,ATM
INT797517,C01005712,2023-04-01,Customer_Care_Call,B003,App
INT599244,C01005712,2022-07-19,App_Login,B003,Branch
INT722940,C01005712,2024-01-08,USSD_Session,B003,Web
INT829333,C01005712,2022-12-06,Branch_Visit,B003,ATM
INT965053,C01005712,2024-04-09,SMS_Received,B003,App
INT842064,C01005712,2023-07-30,Customer_Care_Call,B003,Web
INT736585,C01005713,2026-03-22,Customer_Care_Call,B003,Agent
INT794684,C01005713,2028-03-23,SMS_Received,B003,App
INT763963,C01005713,2027-05-03,App_Login,B003,Branch
INT783223,C01005713,2025-03-22,Customer_Care_Call,B003,Agent
INT676282,C01005713,2027-01-20,USSD_Session,B003,ATM
INT620073,C01005713,2025-12-08,USSD_Session,B003,USSD
INT501069,C01005713,2025-06-14,USSD_Session,B003,Branch
INT836193,C01005713,2027-05-01,App_Login,B003,Agent
INT990890,C01005713,2025-12-22,Branch_Visit,B003,Web
INT714537,C01005713,2027-09-08,Customer_Care_Call,B003,Branch
INT542127,C01005713,2024-08-25,SMS_Received,B003,Branch
INT944001,C01005713,2027-06-15,Customer_Care_Call,B003,App
INT603503,C01005713,2025-02-06,SMS_Received,B003,Agent
INT561289,C01005713,2025-12-08,App_Login,B003,Agent
INT845464,C01005714,2027-04-19,USSD_Session,B001,USSD
INT788888,C01005714,2024-08-10,USSD_Session,B001,Agent
INT773775,C01005714,2027-12-20,Branch_Visit,B001,Agent
INT558663,C01005714,2026-03-08,USSD_Session,B001,Agent
INT733446,C01005714,2026-02-27,Customer_Care_Call,B001,ATM
INT901721,C01005714,2027-10-14,App_Login,B001,App
INT723378,C01005714,2024-10-12,Customer_Care_Call,B001,Agent
INT970147,C01005714,2025-08-12,SMS_Received,B001,ATM
INT797899,C01005714,2024-06-04,SMS_Received,B001,Agent
INT564626,C01005714,2025-02-23,Customer_Care_Call,B001,Branch
INT875727,C01005714,2025-09-06,Branch_Visit,B001,Agent
INT939403,C01005714,2026-03-26,SMS_Received,B001,App
INT877886,C01005715,2025-02-03,USSD_Session,B001,ATM
INT563245,C01005715,2028-02-29,Customer_Care_Call,B001,Branch
INT578122,C01005715,2025-10-19,SMS_Received,B001,App
INT733331,C01005715,2026-01-06,USSD_Session,B001,App
INT517527,C01005715,2027-05-11,Customer_Care_Call,B001,ATM
INT798208,C01005715,2025-11-01,Branch_Visit,B001,ATM
INT670652,C01005715,2025-06-01,USSD_Session,B001,USSD
INT903471,C01005715,2027-09-02,SMS_Received,B001,Branch
INT809692,C01005715,2025-08-02,Customer_Care_Call,B001,App
INT858250,C01005715,2027-09-05,Branch_Visit,B001,ATM
INT882398,C01005715,2026-10-07,SMS_Received,B001,ATM
INT813975,C01005715,2025-04-13,SMS_Received,B001,USSD
INT911476,C01005716,2022-06-10,App_Login,B005,Web
INT630289,C01005716,2023-03-26,Branch_Visit,B005,Agent
INT724494,C01005716,2024-12-18,Customer_Care_Call,B005,ATM
INT870557,C01005716,2022-09-22,SMS_Received,B005,ATM
INT628556,C01005716,2025-01-20,App_Login,B005,USSD
INT642654,C01005716,2022-09-16,USSD_Session,B005,App
INT602307,C01005716,2022-12-17,App_Login,B005,Agent
INT568305,C01005716,2024-11-19,SMS_Received,B005,USSD
INT875561,C01005716,2025-03-15,SMS_Received,B005,Branch
INT571880,C01005716,2022-07-29,USSD_Session,B005,Agent
INT752987,C01005716,2024-07-14,Customer_Care_Call,B005,Branch
INT817010,C01005716,2026-01-06,Customer_Care_Call,B005,USSD
INT505377,C01005716,2025-07-08,Branch_Visit,B005,USSD
INT516844,C01005716,2025-10-08,Customer_Care_Call,B005,USSD
INT894420,C01005716,2024-05-10,SMS_Received,B005,Agent
INT758862,C01005717,2026-06-29,Branch_Visit,B002,ATM
INT710779,C01005717,2029-02-20,SMS_Received,B002,App
INT726654,C01005717,2027-11-23,Customer_Care_Call,B002,Web
INT655208,C01005717,2027-03-31,USSD_Session,B002,USSD
INT752240,C01005717,2026-09-10,Branch_Visit,B002,Branch
INT744503,C01005717,2029-08-11,App_Login,B002,App
INT938105,C01005717,2026-01-25,Branch_Visit,B002,Branch
INT996534,C01005717,2028-03-13,App_Login,B002,USSD
INT799046,C01005717,2029-03-24,Branch_Visit,B002,USSD
INT699053,C01005717,2027-09-04,SMS_Received,B002,Agent
INT800895,C01005717,2026-08-28,App_Login,B002,App
INT594971,C01005717,2026-11-28,App_Login,B002,USSD
INT884844,C01005717,2028-03-18,SMS_Received,B002,Agent
INT613381,C01005717,2026-08-24,Customer_Care_Call,B002,Branch
INT968676,C01005717,2026-02-10,USSD_Session,B002,App
INT952559,C01005718,2026-12-03,Branch_Visit,B001,Branch
INT529041,C01005718,2024-08-08,App_Login,B001,ATM
INT930423,C01005718,2025-11-09,USSD_Session,B001,Web
INT927865,C01005718,2024-03-12,Customer_Care_Call,B001,Agent
INT693762,C01005718,2026-03-05,Branch_Visit,B001,USSD
INT943185,C01005718,2025-05-07,SMS_Received,B001,Agent
INT532137,C01005718,2023-08-13,App_Login,B001,USSD
INT920465,C01005718,2026-10-02,USSD_Session,B001,Agent
INT784051,C01005718,2026-05-12,Customer_Care_Call,B001,App
INT518488,C01005718,2025-01-10,App_Login,B001,Branch
INT851811,C01005718,2024-11-03,USSD_Session,B001,Branch
INT585035,C01005718,2027-03-17,Customer_Care_Call,B001,USSD
INT938675,C01005718,2026-08-09,Branch_Visit,B001,Agent
INT862905,C01005718,2026-04-19,App_Login,B001,Web
INT707102,C01005718,2023-05-27,App_Login,B001,App
INT573687,C01005718,2027-07-20,USSD_Session,B001,USSD
INT561406,C01005718,2024-03-30,SMS_Received,B001,USSD
INT918636,C01005718,2023-09-30,Branch_Visit,B001,App
INT819627,C01005718,2023-07-02,Branch_Visit,B001,Agent
INT879067,C01005718,2027-04-19,App_Login,B001,App
INT516984,C01005719,2026-03-13,USSD_Session,B001,ATM
INT929771,C01005719,2028-03-18,App_Login,B001,App
INT727325,C01005719,2029-02-27,Customer_Care_Call,B001,USSD
INT524778,C01005719,2026-08-25,USSD_Session,B001,ATM
INT604894,C01005719,2026-10-27,Branch_Visit,B001,ATM
INT823646,C01005719,2029-08-12,Branch_Visit,B001,USSD
INT867068,C01005719,2025-12-02,Branch_Visit,B001,Web
INT608524,C01005719,2029-02-25,Customer_Care_Call,B001,Agent
INT676139,C01005719,2028-07-14,App_Login,B001,USSD
INT825949,C01005719,2026-05-06,Branch_Visit,B001,Web
INT943751,C01005719,2029-08-23,Branch_Visit,B001,USSD
INT872025,C01005719,2026-12-10,SMS_Received,B001,Agent
INT594755,C01005719,2028-04-08,App_Login,B001,USSD
INT831236,C01005719,2028-03-21,Customer_Care_Call,B001,Agent
INT601625,C01005719,2027-04-10,App_Login,B001,ATM
INT980198,C01005719,2026-01-15,App_Login,B001,Agent
INT840037,C01005720,2028-04-07,USSD_Session,B010,Branch
INT735835,C01005720,2029-10-13,Customer_Care_Call,B010,USSD
INT620891,C01005720,2028-08-22,SMS_Received,B010,ATM
INT874752,C01005720,2028-10-09,SMS_Received,B010,Web
INT809852,C01005720,2026-02-01,Branch_Visit,B010,App
INT562399,C01005720,2027-02-07,App_Login,B010,Web
INT634139,C01005720,2029-01-23,Branch_Visit,B010,Agent
INT531323,C01005720,2029-02-16,SMS_Received,B010,USSD
INT518364,C01005720,2028-07-29,App_Login,B010,ATM
INT695524,C01005720,2028-01-29,App_Login,B010,Web
INT504440,C01005720,2029-06-16,Customer_Care_Call,B010,USSD
INT922242,C01005720,2028-01-31,SMS_Received,B010,App
INT972457,C01005720,2027-09-28,App_Login,B010,Branch
INT718931,C01005720,2029-01-31,USSD_Session,B010,App
INT968871,C01005720,2026-12-22,Customer_Care_Call,B010,Branch
INT547544,C01005720,2029-04-04,SMS_Received,B010,Agent
INT606806,C01005720,2029-02-23,SMS_Received,B010,Branch
INT850128,C01005721,2026-02-26,Branch_Visit,B002,ATM
INT923307,C01005721,2023-12-12,Customer_Care_Call,B002,USSD
INT683130,C01005721,2026-09-17,App_Login,B002,Agent
INT870452,C01005721,2026-05-15,Customer_Care_Call,B002,USSD
INT872940,C01005721,2024-06-27,App_Login,B002,ATM
INT682169,C01005721,2024-09-24,Branch_Visit,B002,App
INT780532,C01005721,2025-10-15,SMS_Received,B002,USSD
INT822265,C01005721,2026-01-08,SMS_Received,B002,Agent
INT581966,C01005721,2026-04-25,Customer_Care_Call,B002,USSD
INT723809,C01005721,2025-04-01,SMS_Received,B002,Agent
INT845112,C01005721,2026-08-11,USSD_Session,B002,Web
INT718638,C01005721,2025-02-08,SMS_Received,B002,USSD
INT517516,C01005721,2023-07-26,App_Login,B002,App
INT705419,C01005721,2026-10-22,SMS_Received,B002,Agent
INT793470,C01005722,2028-04-27,SMS_Received,B020,USSD
INT902323,C01005722,2025-03-15,App_Login,B020,Branch
INT772501,C01005722,2026-06-29,App_Login,B020,Agent
INT852229,C01005722,2026-07-11,Branch_Visit,B020,Branch
INT512309,C01005722,2025-09-24,USSD_Session,B020,ATM
INT806946,C01005722,2026-12-16,Branch_Visit,B020,ATM
INT666525,C01005722,2026-10-09,App_Login,B020,Agent
INT559857,C01005722,2026-02-25,USSD_Session,B020,USSD
INT920472,C01005722,2028-09-02,Branch_Visit,B020,Agent
INT704999,C01005722,2026-10-02,SMS_Received,B020,ATM
INT601055,C01005722,2027-12-20,Customer_Care_Call,B020,USSD
INT544256,C01005722,2027-01-23,Branch_Visit,B020,App
INT608752,C01005722,2027-10-15,USSD_Session,B020,ATM
INT621488,C01005722,2028-08-31,USSD_Session,B020,App
INT830170,C01005722,2025-10-20,Customer_Care_Call,B020,ATM
INT892747,C01005722,2026-07-05,Customer_Care_Call,B020,App
INT784441,C01005722,2026-05-06,Customer_Care_Call,B020,App
INT737292,C01005722,2028-08-10,App_Login,B020,USSD
INT549872,C01005722,2027-09-10,App_Login,B020,USSD
INT883427,C01005722,2027-01-10,App_Login,B020,Agent
INT792589,C01005723,2025-07-22,Customer_Care_Call,B005,USSD
INT643011,C01005723,2024-12-30,Customer_Care_Call,B005,Web
INT922621,C01005723,2024-01-14,Branch_Visit,B005,Web
INT658316,C01005723,2023-07-06,App_Login,B005,Web
INT637031,C01005723,2022-10-23,SMS_Received,B005,Branch
INT821319,C01005723,2023-07-29,Customer_Care_Call,B005,USSD
INT594307,C01005723,2023-03-24,Customer_Care_Call,B005,App
INT982665,C01005723,2024-05-07,Branch_Visit,B005,Web
INT682634,C01005723,2023-12-31,Branch_Visit,B005,App
INT989622,C01005723,2022-12-04,SMS_Received,B005,Web
INT939320,C01005724,2026-01-28,Customer_Care_Call,B001,ATM
INT751556,C01005724,2027-06-18,SMS_Received,B001,ATM
INT939235,C01005724,2025-07-17,USSD_Session,B001,USSD
INT736196,C01005724,2026-04-15,Branch_Visit,B001,Agent
INT617725,C01005724,2026-03-09,App_Login,B001,Agent
INT977099,C01005724,2025-10-10,Customer_Care_Call,B001,App
INT826796,C01005724,2025-02-26,Branch_Visit,B001,USSD
INT777402,C01005724,2027-12-29,Customer_Care_Call,B001,Branch
INT956570,C01005724,2027-04-03,Customer_Care_Call,B001,Branch
INT740752,C01005724,2027-09-19,SMS_Received,B001,USSD
INT742899,C01005724,2026-08-09,App_Login,B001,Agent
INT852444,C01005724,2025-05-04,SMS_Received,B001,Agent
INT604541,C01005724,2027-03-14,Branch_Visit,B001,Branch
INT657625,C01005724,2027-06-18,App_Login,B001,USSD
INT988633,C01005724,2026-04-28,SMS_Received,B001,App
INT591684,C01005725,2025-06-10,SMS_Received,B005,App
INT571216,C01005725,2024-01-10,SMS_Received,B005,Branch
INT860050,C01005725,2023-02-25,App_Login,B005,Web
INT817900,C01005725,2026-04-27,App_Login,B005,App
INT780666,C01005725,2022-12-27,SMS_Received,B005,ATM
INT729908,C01005725,2023-05-09,USSD_Session,B005,App
INT907318,C01005725,2027-02-01,App_Login,B005,USSD
INT953716,C01005725,2024-07-09,Branch_Visit,B005,USSD
INT600793,C01005725,2024-04-06,Branch_Visit,B005,App
INT973560,C01005725,2023-03-27,USSD_Session,B005,Agent
INT818664,C01005726,2027-02-12,App_Login,B004,App
INT853601,C01005726,2024-10-23,USSD_Session,B004,Web
INT906030,C01005726,2025-06-13,Branch_Visit,B004,USSD
INT608286,C01005726,2024-12-04,Customer_Care_Call,B004,Web
INT770401,C01005726,2024-10-14,USSD_Session,B004,USSD
INT780016,C01005726,2023-11-02,App_Login,B004,Branch
INT609150,C01005726,2026-08-20,App_Login,B004,Agent
INT794042,C01005726,2026-09-25,App_Login,B004,Web
INT782937,C01005726,2026-08-02,Branch_Visit,B004,USSD
INT932556,C01005727,2028-03-30,SMS_Received,B005,App
INT736736,C01005727,2028-02-01,Customer_Care_Call,B005,Web
INT976751,C01005727,2027-03-01,Customer_Care_Call,B005,ATM
INT705477,C01005727,2027-01-08,App_Login,B005,ATM
INT931008,C01005728,2028-08-28,USSD_Session,B020,ATM
INT642145,C01005728,2027-01-03,Customer_Care_Call,B020,Web
INT765550,C01005728,2026-11-04,USSD_Session,B020,USSD
INT564914,C01005728,2028-12-01,Branch_Visit,B020,USSD
INT919005,C01005728,2027-03-14,Branch_Visit,B020,Web
INT861301,C01005728,2028-10-03,App_Login,B020,Branch
INT839691,C01005728,2025-05-21,SMS_Received,B020,Agent
INT593875,C01005728,2027-02-23,Customer_Care_Call,B020,Web
INT984078,C01005728,2027-04-08,App_Login,B020,ATM
INT755391,C01005728,2025-10-04,Customer_Care_Call,B020,ATM
INT744552,C01005728,2029-01-24,App_Login,B020,Branch
INT899014,C01005728,2025-09-18,Branch_Visit,B020,USSD
INT959885,C01005729,2028-06-12,USSD_Session,B003,ATM
INT578126,C01005729,2027-04-17,Branch_Visit,B003,Web
INT775631,C01005729,2029-09-13,App_Login,B003,App
INT848026,C01005729,2028-08-09,SMS_Received,B003,Agent
INT673160,C01005729,2028-05-20,SMS_Received,B003,Agent
INT944854,C01005729,2026-10-27,USSD_Session,B003,ATM
INT876037,C01005729,2029-06-20,SMS_Received,B003,App
INT509236,C01005729,2028-09-29,Branch_Visit,B003,USSD
INT770427,C01005729,2028-12-29,Customer_Care_Call,B003,App
INT771909,C01005729,2028-09-03,App_Login,B003,ATM
INT933144,C01005729,2029-10-12,Branch_Visit,B003,USSD
INT917413,C01005729,2029-07-17,App_Login,B003,Agent
INT715589,C01005729,2026-12-26,USSD_Session,B003,USSD
INT782906,C01005729,2027-08-01,SMS_Received,B003,Web
INT794293,C01005729,2026-01-03,App_Login,B003,ATM
INT883335,C01005730,2023-01-16,Branch_Visit,B020,ATM
INT663341,C01005730,2025-12-11,Branch_Visit,B020,Branch
INT926599,C01005730,2024-10-26,App_Login,B020,Web
INT725913,C01005730,2023-01-26,USSD_Session,B020,App
INT809732,C01005730,2025-10-24,Customer_Care_Call,B020,Web
INT936165,C01005730,2025-08-25,USSD_Session,B020,USSD
INT702286,C01005730,2026-05-24,SMS_Received,B020,ATM
INT696113,C01005730,2023-12-10,Customer_Care_Call,B020,Agent
INT916591,C01005730,2026-02-26,USSD_Session,B020,ATM
INT834498,C01005730,2025-11-22,App_Login,B020,Agent
INT505495,C01005730,2024-11-19,App_Login,B020,ATM
INT720312,C01005730,2024-03-06,USSD_Session,B020,Web
INT714326,C01005730,2025-04-03,SMS_Received,B020,Branch
INT838543,C01005731,2026-08-01,SMS_Received,B003,Branch
INT810220,C01005731,2030-03-08,SMS_Received,B003,App
INT928273,C01005731,2028-06-12,App_Login,B003,Branch
INT771212,C01005731,2030-01-29,SMS_Received,B003,Agent
INT943265,C01005731,2026-06-13,Branch_Visit,B003,USSD
INT902480,C01005731,2029-08-25,Customer_Care_Call,B003,App
INT716304,C01005731,2029-11-05,Customer_Care_Call,B003,Branch
INT512962,C01005731,2030-01-21,Customer_Care_Call,B003,App
INT598241,C01005731,2026-12-31,App_Login,B003,Branch
INT985834,C01005731,2029-12-19,Customer_Care_Call,B003,App
INT721267,C01005731,2027-06-17,Customer_Care_Call,B003,ATM
INT555187,C01005731,2028-10-14,SMS_Received,B003,Web
INT664206,C01005731,2026-05-16,Customer_Care_Call,B003,USSD
INT886111,C01005731,2030-01-06,Branch_Visit,B003,App
INT901340,C01005732,2025-03-25,Branch_Visit,B005,App
INT840970,C01005732,2026-09-28,Customer_Care_Call,B005,Web
INT863152,C01005732,2025-04-26,Branch_Visit,B005,Web
INT634341,C01005732,2027-07-20,Customer_Care_Call,B005,ATM
INT763129,C01005732,2028-04-18,SMS_Received,B005,USSD
INT717951,C01005732,2025-05-27,Customer_Care_Call,B005,Branch
INT714789,C01005732,2026-08-08,Branch_Visit,B005,ATM
INT886491,C01005732,2026-07-07,SMS_Received,B005,Agent
INT947825,C01005732,2025-01-23,Customer_Care_Call,B005,App
INT560720,C01005732,2026-01-01,USSD_Session,B005,Branch
INT768998,C01005732,2025-10-03,App_Login,B005,Agent
INT661426,C01005732,2027-10-12,USSD_Session,B005,Branch
INT618879,C01005733,2024-11-07,Branch_Visit,B003,Branch
INT748702,C01005733,2027-04-05,App_Login,B003,Branch
