customer_id,activation_date,branch_code,country,customer_type,onboarding_channel,date_of_birth,gender,status
C01008913,2023-03-29,B002,ZM,Retail,Web,2007-12-02,M,Active
C01008914,2023-01-21,B003,ZM,Retail,Web,1983-03-04,M,Active
C01008915,2025-02-18,B002,ZM,SME,Web,1996-02-11,M,Active
C01008916,2025-06-10,B015,ZM,Retail,ATM,2002-12-04,F,Active
C01008917,2025-11-13,B003,ZM,Retail,USSD,1977-12-20,F,Active
C01008918,2024-12-12,B020,ZM,SME,USSD,1989-02-04,F,Active
C01008919,2024-12-25,B020,ZM,Retail,USSD,1999-09-16,M,Dormant
C01008920,2025-12-30,B010,ZM,Retail,Agent,1983-07-25,F,Active
C01008921,2025-02-02,B005,ZM,Retail,ATM,1971-10-03,F,Active
C01008922,2025-12-09,B010,ZM,SME,Branch,1973-01-08,F,Active
C01008923,2022-08-22,B015,ZM,SME,App,1978-10-28,F,Active
C01008924,2024-05-04,B004,ZM,Retail,Agent,1979-06-10,F,Dormant
C01008925,2024-08-01,B010,ZM,Retail,USSD,1973-09-14,F,Active
C01008926,2022-06-06,B010,ZM,Retail,Branch,1972-09-15,M,Active
C01008927,2022-08-27,B020,ZM,Retail,Web,1974-06-24,F,Active
C01008928,2022-09-26,B004,ZM,Retail,App,2005-08-09,M,Active
C01008929,2022-02-05,B020,ZM,Retail,Web,1961-07-07,M,Active
C01008930,2024-09-09,B003,ZM,Premium,Branch,1969-07-09,M,Active
C01008931,2023-12-15,B004,ZM,SME,Branch,2014-06-30,F,Active
C01008932,2023-10-01,B005,ZM,Retail,Web,1986-03-14,F,Active
C01008933,2025-11-16,B010,ZM,Retail,Agent,1982-10-07,M,Closed
C01008934,2024-01-13,B020,ZM,Retail,App,1973-10-24,F,Active
C01008935,2022-10-12,B004,ZM,Retail,Web,1991-01-19,F,Active
C01008936,2024-06-24,B015,ZM,Retail,Web,2010-04-05,F,Closed
C01008937,2025-05-08,B015,ZM,Retail,Agent,2010-10-14,M,Active
C01008938,2024-12-07,B010,ZM,Retail,Web,1973-11-03,F,Active
C01008939,2023-12-02,B005,ZM,Retail,App,1976-07-08,F,Active
C01008940,2022-12-19,B002,ZM,SME,ATM,1976-01-10,M,Active
C01008941,2025-12-24,B020,ZM,Retail,App,1991-09-26,M,Dormant
C01008942,2023-09-16,B005,ZM,Retail,Agent,1996-05-02,F,Active
C01008943,2022-02-28,B001,ZM,SME,Web,1965-02-16,F,Closed
C01008944,2022-08-31,B001,ZM,Retail,USSD,1993-10-28,M,Active
C01008945,2023-04-01,B001,ZM,Retail,USSD,1976-06-02,M,Active
C01008946,2022-09-21,B010,ZM,Retail,Branch,1990-04-13,M,Active
C01008947,2025-11-22,B015,ZM,Premium,ATM,1978-12-08,F,Active
C01008948,2022-10-19,B003,ZM,Retail,Agent,1993-05-03,F,Active
C01008949,2025-11-10,B020,ZM,Retail,Branch,1964-06-03,F,Dormant
C01008950,2023-04-10,B015,ZM,Retail,Branch,1994-12-14,F,Active
C01008951,2023-09-22,B003,ZM,Retail,USSD,1981-09-24,F,Active
C01008952,2022-09-14,B003,ZM,Retail,App,2002-12-14,F,Active
C01008953,2023-03-06,B015,ZM,Retail,Branch,1981-12-12,M,Active
C01008954,2022-09-24,B020,ZM,Premium,Branch,1965-12-24,F,Active
C01008955,2022-06-10,B010,ZM,Premium,ATM,1970-04-17,F,Active
C01008956,2024-05-20,B005,ZM,Retail,USSD,2007-09-09,M,Active
C01008957,2025-11-15,B003,ZM,Retail,App,1964-12-21,M,Active
C01008958,2022-08-17,B002,ZM,Retail,ATM,1984-05-12,M,Closed
C01008959,2022-06-09,B015,ZM,SME,App,1995-08-07,M,Active
C01008960,2022-02-08,B015,ZM,Retail,App,2004-02-13,M,Closed
C01008961,2024-09-18,B001,ZM,Retail,Branch,1984-09-27,M,Active
C01008962,2024-06-02,B005,ZM,SME,ATM,1969-05-18,M,Active
C01008963,2022-03-29,B001,ZM,Retail,Branch,1981-03-14,M,Active
C01008964,2023-02-07,B015,ZM,Retail,Web,1960-07-25,M,Active
C01008965,2022-08-09,B015,ZM,SME,App,2003-07-25,F,Dormant
C01008966,2022-03-09,B003,ZM,SME,ATM,1988-04-13,F,Active
C01008967,2025-09-13,B005,ZM,Retail,USSD,1980-07-21,F,Active
C01008968,2024-11-17,B004,ZM,Retail,Branch,2010-02-20,M,Closed
C01008969,2025-04-29,B002,ZM,Premium,Web,1987-05-09,F,Active
C01008970,2022-05-02,B020,ZM,Retail,Agent,1970-12-12,M,Active
C01008971,2024-08-18,B003,ZM,Retail,Web,2010-05-23,M,Active
C01008972,2022-09-01,B015,ZM,Retail,Web,1989-01-23,M,Active
C01008973,2023-06-03,B020,ZM,SME,Branch,1973-04-27,M,Active
C01008974,2022-03-30,B003,ZM,Retail,USSD,1961-03-20,F,Active
C01008975,2022-05-16,B002,ZM,Retail,ATM,1966-06-08,F,Active
C01008976,2023-09-10,B015,ZM,Premium,App,1979-09-18,M,Dormant
C01008977,2025-09-29,B002,ZM,Retail,USSD,1994-07-28,F,Active
C01008978,2022-01-22,B020,ZM,SME,Branch,1975-08-28,F,Active
C01008979,2022-07-17,B004,ZM,Retail,Agent,1996-01-01,M,Active
C01008980,2022-09-11,B003,ZM,Retail,ATM,1965-02-21,F,Active
C01008981,2025-05-17,B010,ZM,Retail,App,2005-08-21,F,Active
C01008982,2023-02-25,B003,ZM,Retail,Agent,1985-09-24,F,Dormant
C01008983,2025-04-18,B001,ZM,Retail,ATM,1995-10-28,M,Active
C01008984,2023-02-14,B005,ZM,SME,App,1980-07-25,F,Active
C01008985,2023-01-14,B005,ZM,Retail,App,2011-03-21,F,Active
C01008986,2025-10-05,B001,ZM,SME,Web,2002-06-25,M,Active
C01008987,2023-12-21,B015,ZM,Retail,Agent,1992-10-11,F,Closed
C01008988,2022-03-01,B005,ZM,Retail,Agent,1994-08-22,F,Active
C01008989,2022-07-05,B002,ZM,Retail,Branch,1965-09-03,M,Dormant
C01008990,2022-10-26,B020,ZM,Retail,USSD,1988-02-26,M,Active
C01008991,2023-07-23,B020,ZM,Retail,Web,1984-11-01,F,Active
C01008992,2025-04-02,B005,ZM,SME,Web,2002-09-19,M,Active
C01008993,2023-12-14,B005,ZM,Retail,ATM,1964-01-15,F,Active
C01008994,2023-12-23,B001,ZM,Retail,Agent,1992-06-07,M,Active
C01008995,2022-11-25,B015,ZM,Retail,App,1988-07-26,M,Active
C01008996,2024-10-22,B004,ZM,Retail,App,1982-07-22,M,Active
C01008997,2026-02-01,B005,ZM,Retail,ATM,2011-01-07,F,Active
C01008998,2025-06-09,B010,ZM,Retail,Agent,1966-07-10,F,Active
C01008999,2023-05-11,B005,ZM,Retail,Branch,1975-08-20,M,Dormant
C01009000,2024-10-31,B004,ZM,SME,App,1966-01-14,M,Active
C01009001,2025-03-13,B001,ZM,Retail,Web,1993-01-15,F,Active
C01009002,2022-05-20,B004,ZM,Retail,Web,1967-10-04,M,Active
C01009003,2022-07-22,B001,ZM,Retail,Agent,1998-05-29,M,Active
C01009004,2025-03-30,B002,ZM,Premium,App,1984-01-05,M,Active
C01009005,2022-01-29,B001,ZM,Retail,App,1966-06-17,F,Active
C01009006,2024-12-19,B002,ZM,Retail,Branch,1966-12-14,F,Dormant
C01009007,2023-03-21,B002,ZM,Retail,Agent,2010-10-19,M,Dormant
C01009008,2026-01-05,B001,ZM,Premium,App,1990-09-13,M,Active
C01009009,2023-01-28,B010,ZM,Retail,Branch,1989-08-07,F,Active
C01009010,2023-08-01,B003,ZM,Retail,Web,1998-06-03,F,Active
C01009011,2022-12-18,B001,ZM,Retail,Branch,1984-05-14,M,Active
C01009012,2025-01-05,B005,ZM,Retail,App,1961-07-08,M,Active
C01009013,2022-01-09,B010,ZM,Retail,USSD,2011-02-05,M,Active
C01009014,2026-01-25,B010,ZM,Retail,Agent,1968-03-11,F,Dormant
C01009015,2022-07-22,B005,ZM,Retail,App,2011-09-11,M,Dormant
C01009016,2023-03-15,B003,ZM,Retail,USSD,1993-09-23,F,Dormant
C01009017,2024-10-29,B010,ZM,Retail,Web,2013-02-23,M,Active
C01009018,2025-12-20,B002,ZM,Retail,Agent,1978-12-23,M,Active
C01009019,2024-08-30,B020,ZM,Retail,ATM,2013-01-05,M,Active
C01009020,2024-01-21,B003,ZM,Premium,Agent,1988-10-19,F,Dormant
C01009021,2025-11-30,B015,ZM,Retail,Web,2000-06-12,F,Active
C01009022,2025-04-22,B005,ZM,SME,Web,2009-01-31,M,Active
C01009023,2023-01-15,B003,ZM,Retail,Web,2004-07-22,M,Active
C01009024,2024-06-19,B001,ZM,SME,Branch,1992-02-04,M,Active
C01009025,2025-10-11,B020,ZM,Retail,Web,1976-08-01,F,Active
C01009026,2022-08-08,B003,ZM,Retail,ATM,1965-05-26,M,Active
C01009027,2023-01-06,B002,ZM,Retail,App,2002-10-22,M,Active
C01009028,2023-12-28,B020,ZM,Retail,USSD,1960-01-18,F,Active
C01009029,2024-02-17,B001,ZM,Retail,Agent,1972-04-19,F,Active
C01009030,2024-05-18,B004,ZM,Retail,Agent,1961-08-18,M,Active
C01009031,2023-03-15,B005,ZM,Retail,Web,1982-10-02,F,Active
C01009032,2024-11-19,B020,ZM,Retail,USSD,1975-02-19,F,Active
C01009033,2023-04-12,B005,ZM,Retail,Web,1998-12-27,F,Dormant
C01009034,2024-04-14,B003,ZM,Retail,Branch,1974-03-15,F,Active
C01009035,2022-08-20,B010,ZM,Retail,USSD,1961-05-03,F,Active
C01009036,2023-10-06,B001,ZM,Retail,Web,1966-05-19,F,Active
C01009037,2022-09-11,B004,ZM,SME,Web,2004-07-05,F,Active
C01009038,2024-08-12,B001,ZM,Retail,ATM,1968-08-14,F,Closed
C01009039,2022-08-14,B005,ZM,Retail,ATM,1972-03-12,M,Active
C01009040,2024-11-30,B001,ZM,SME,ATM,1968-01-21,M,Active
C01009041,2022-10-06,B004,ZM,Retail,Branch,1973-06-05,F,Active
C01009042,2024-10-12,B010,ZM,Retail,USSD,1987-08-02,F,Active
C01009043,2024-01-10,B003,ZM,SME,Branch,1966-07-29,M,Active
C01009044,2025-12-14,B002,ZM,Retail,App,1978-02-07,M,Active
C01009045,2023-08-14,B001,ZM,Retail,Web,2011-04-12,M,Active
C01009046,2025-02-15,B020,ZM,Premium,Web,1981-11-09,M,Active
C01009047,2026-01-18,B002,ZM,Premium,Web,1998-07-30,M,Dormant
C01009048,2022-03-25,B005,ZM,Retail,ATM,1996-03-14,F,Active
C01009049,2022-06-18,B003,ZM,Retail,Web,2001-07-07,F,Active
C01009050,2023-11-03,B015,ZM,Retail,ATM,2007-09-22,M,Active
C01009051,2024-10-08,B003,ZM,Retail,App,2010-10-29,F,Active
C01009052,2022-08-25,B001,ZM,Retail,Branch,2000-09-20,M,Dormant
C01009053,2024-02-28,B020,ZM,Retail,Branch,1996-06-03,M,Active
C01009054,2023-08-04,B010,ZM,Premium,Branch,1963-04-05,F,Active
C01009055,2024-07-24,B003,ZM,SME,ATM,2010-10-24,F,Active
C01009056,2025-05-14,B001,ZM,Retail,Agent,2006-12-09,F,Dormant
C01009057,2023-10-01,B001,ZM,Retail,Agent,2002-07-29,F,Active
C01009058,2025-11-08,B002,ZM,Retail,USSD,1979-05-06,M,Active
C01009059,2024-06-28,B003,ZM,Retail,Agent,1966-08-28,F,Active
C01009060,2023-04-08,B001,ZM,Retail,USSD,1974-10-19,M,Active
C01009061,2025-02-08,B002,ZM,SME,App,1998-04-02,F,Dormant
C01009062,2024-04-14,B020,ZM,Retail,USSD,2004-01-04,F,Dormant
C01009063,2023-08-19,B004,ZM,SME,App,2003-05-30,M,Active
C01009064,2024-05-26,B020,ZM,Retail,Web,1980-10-02,M,Active
C01009065,2023-01-22,B015,ZM,Retail,Branch,1967-03-03,M,Active
C01009066,2022-05-23,B002,ZM,Retail,Agent,2014-01-01,F,Active
C01009067,2024-09-01,B002,ZM,Retail,ATM,1976-08-18,M,Active
C01009068,2025-10-22,B001,ZM,SME,App,1971-10-30,F,Active
C01009069,2024-01-23,B005,ZM,Retail,Agent,1999-04-13,M,Active
C01009070,2023-01-03,B005,ZM,Retail,ATM,1994-12-07,M,Active
C01009071,2022-01-27,B010,ZM,Retail,ATM,1962-07-16,F,Active
C01009072,2025-10-12,B005,ZM,Retail,Branch,2001-04-20,F,Active
C01009073,2024-10-03,B002,ZM,Premium,Web,1990-06-04,M,Active
C01009074,2025-10-08,B010,ZM,Retail,Web,2011-09-29,M,Active
C01009075,2022-08-04,B020,ZM,Retail,USSD,2007-08-02,F,Dormant
C01009076,2024-03-22,B001,ZM,Retail,Agent,2007-12-23,F,Active
C01009077,2024-06-16,B020,ZM,Retail,Web,2002-08-17,M,Active
C01009078,2024-12-06,B003,ZM,Retail,Branch,2008-11-12,M,Active
C01009079,2025-09-10,B015,ZM,Retail,Agent,1997-09-17,F,Active
C01009080,2025-10-17,B015,ZM,Retail,ATM,1991-08-13,M,Active
C01009081,2022-06-24,B002,ZM,Premium,App,1981-04-13,M,Active
C01009082,2022-09-02,B002,ZM,Retail,App,1978-08-29,F,Active
C01009083,2022-10-21,B010,ZM,Retail,Web,2011-04-15,M,Dormant
C01009084,2024-03-19,B001,ZM,SME,USSD,1987-09-13,F,Dormant
C01009085,2024-03-31,B004,ZM,Retail,App,1978-03-19,F,Active
C01009086,2025-11-24,B002,ZM,Retail,USSD,1970-05-05,M,Active
C01009087,2025-04-24,B004,ZM,Retail,App,2014-01-23,F,Active
C01009088,2022-07-28,B020,ZM,Retail,USSD,1968-03-23,F,Active
C01009089,2022-12-12,B004,ZM,Retail,USSD,1994-04-16,F,Active
C01009090,2022-05-13,B005,ZM,Retail,ATM,1989-07-01,M,Closed
C01009091,2024-01-15,B001,ZM,Retail,Branch,1987-09-13,M,Active
C01009092,2023-02-12,B015,ZM,Retail,App,1976-11-24,M,Active
C01009093,2023-11-25,B015,ZM,SME,Agent,1962-10-08,F,Active
C01009094,2023-02-15,B004,ZM,Retail,Web,2005-12-23,F,Active
C01009095,2025-05-03,B015,ZM,SME,Branch,2011-11-16,M,Active
C01009096,2024-04-07,B020,ZM,Retail,ATM,1990-01-16,M,Active
C01009097,2022-09-09,B001,ZM,Retail,ATM,1976-04-19,F,Active
C01009098,2023-04-22,B005,ZM,Retail,ATM,1980-12-01,M,Active
C01009099,2024-05-19,B001,ZM,Retail,Web,1971-03-09,F,Dormant
C01009100,2026-01-25,B002,ZM,Retail,App,1972-12-25,M,Closed
C01009101,2024-10-19,B004,ZM,SME,App,1964-02-05,M,Active
C01009102,2023-07-25,B001,ZM,Retail,USSD,1974-03-23,M,Active
C01009103,2026-01-01,B020,ZM,Retail,USSD,1970-11-10,M,Active
C01009104,2025-04-06,B015,ZM,Retail,Agent,2012-07-31,F,Active
C01009105,2025-04-30,B003,ZM,Retail,USSD,1966-03-19,M,Dormant
C01009106,2023-07-14,B001,ZM,Retail,Web,1991-07-30,F,Active
C01009107,2025-08-11,B004,ZM,SME,Branch,1962-02-09,F,Active
C01009108,2024-03-30,B005,ZM,Premium,App,1991-04-27,M,Active
C01009109,2023-12-31,B015,ZM,Retail,USSD,2003-08-17,F,Active
C01009110,2024-09-01,B005,ZM,Retail,Web,1993-12-03,F,Active
C01009111,2025-09-27,B004,ZM,Retail,Web,1984-06-05,M,Active
C01009112,2025-05-20,B015,ZM,Retail,Agent,1985-05-15,M,Active
C01009113,2024-04-08,B002,ZM,Retail,USSD,2010-07-06,M,Active
C01009114,2024-09-19,B015,ZM,SME,Agent,2000-12-01,M,Active
C01009115,2024-11-13,B002,ZM,Premium,ATM,1985-06-27,M,Dormant
C01009116,2023-07-26,B005,ZM,SME,ATM,2003-01-21,M,Active
C01009117,2022-10-29,B005,ZM,Retail,ATM,1960-08-13,F,Active
C01009118,2024-07-20,B004,ZM,Retail,USSD,1964-06-24,F,Active
C01009119,2022-08-10,B002,ZM,Retail,Web,1960-02-09,M,Active
C01009120,2022-09-08,B005,ZM,Retail,Web,1972-08-01,F,Active
C01009121,2023-05-29,B002,ZM,Retail,App,1997-10-03,F,Active
C01009122,2024-09-29,B005,ZM,Retail,ATM,2010-05-09,F,Active
C01009123,2024-10-15,B015,ZM,Retail,USSD,2001-08-26,M,Active
C01009124,2023-04-18,B001,ZM,SME,App,1995-06-30,M,Active
C01009125,2025-07-10,B020,ZM,Retail,Web,1987-06-20,M,Active
C01009126,2022-10-03,B003,ZM,SME,App,1987-09-27,M,Active
C01009127,2022-03-02,B020,ZM,Retail,ATM,2008-11-14,F,Active
C01009128,2022-07-23,B015,ZM,Retail,Branch,1999-01-18,M,Closed
C01009129,2022-04-19,B010,ZM,SME,ATM,2004-07-14,M,Dormant
C01009130,2022-05-20,B020,ZM,Retail,ATM,1995-12-20,M,Active
C01009131,2024-10-17,B001,ZM,Retail,USSD,1986-09-17,F,Active
C01009132,2025-10-20,B010,ZM,Retail,Branch,2011-05-09,F,Active
C01009133,2022-02-24,B005,ZM,Retail,Agent,2000-03-05,F,Active
C01009134,2023-01-02,B003,ZM,Retail,Branch,2013-03-17,M,Active
C01009135,2024-02-23,B003,ZM,SME,Branch,2000-05-20,M,Dormant
C01009136,2025-05-23,B005,ZM,SME,Web,1987-10-08,F,Active
C01009137,2025-10-23,B005,ZM,Retail,App,1967-12-27,F,Active
C01009138,2023-11-01,B002,ZM,Retail,Web,1997-08-29,F,Active
C01009139,2022-11-09,B005,ZM,SME,Agent,1978-01-22,M,Active
C01009140,2023-09-13,B004,ZM,Retail,Branch,1994-08-07,M,Closed
C01009141,2025-06-27,B020,ZM,Retail,USSD,1991-03-07,F,Active
C01009142,2025-06-30,B005,ZM,SME,Agent,1998-04-10,F,Active
C01009143,2022-07-17,B004,ZM,SME,ATM,1963-01-11,F,Active
C01009144,2022-06-06,B005,ZM,SME,ATM,1983-01-19,M,Active
C01009145,2025-09-15,B002,ZM,Retail,Web,1989-08-29,M,Active
C01009146,2024-11-30,B004,ZM,Retail,Agent,1962-12-18,F,Active
C01009147,2024-10-05,B020,ZM,SME,Web,1962-01-25,F,Active
C01009148,2024-08-12,B001,ZM,Retail,USSD,1996-06-26,M,Active
C01009149,2023-02-18,B004,ZM,SME,ATM,1981-11-30,F,Dormant
C01009150,2023-08-25,B015,ZM,Retail,Web,1991-09-02,M,Active
C01009151,2025-09-17,B002,ZM,SME,App,1988-03-27,M,Dormant
C01009152,2024-10-16,B010,ZM,Retail,Web,1979-10-16,F,Active
C01009153,2024-10-01,B020,ZM,Retail,Web,2002-03-10,M,Dormant
C01009154,2024-10-30,B004,ZM,Retail,Branch,1977-11-13,M,Active
C01009155,2023-06-20,B015,ZM,Retail,App,1963-05-18,M,Active
C01009156,2025-01-15,B015,ZM,Retail,App,2012-10-29,M,Active
C01009157,2023-12-05,B020,ZM,Retail,USSD,1994-08-22,M,Active
C01009158,2025-01-12,B020,ZM,SME,Branch,1984-06-08,M,Active
C01009159,2025-01-24,B015,ZM,Retail,App,2010-09-10,F,Active
C01009160,2022-02-06,B005,ZM,Retail,Branch,1998-04-10,M,Active
C01009161,2022-03-06,B015,ZM,Retail,Branch,1976-09-23,M,Dormant
C01009162,2024-05-31,B005,ZM,SME,ATM,2001-08-30,M,Dormant
C01009163,2022-09-01,B010,ZM,Retail,App,1999-08-07,M,Active
C01009164,2024-02-25,B002,ZM,Retail,ATM,1967-02-04,M,Dormant
C01009165,2024-07-10,B003,ZM,SME,Web,1969-11-10,F,Active
C01009166,2023-10-07,B005,ZM,Retail,Web,2010-09-23,M,Active
C01009167,2024-02-10,B015,ZM,Retail,ATM,1992-02-16,M,Active
C01009168,2024-06-25,B015,ZM,Retail,Web,1972-04-27,F,Active
C01009169,2024-07-30,B001,ZM,SME,ATM,2011-01-28,M,Active
C01009170,2022-03-15,B015,ZM,Retail,USSD,1994-02-07,F,Dormant
C01009171,2022-03-09,B002,ZM,SME,Branch,1979-12-25,F,Active
C01009172,2022-12-29,B004,ZM,SME,USSD,1988-10-21,M,Active
C01009173,2025-02-14,B004,ZM,Retail,App,1978-06-21,F,Active
C01009174,2025-09-12,B015,ZM,Retail,USSD,1964-06-11,F,Active
C01009175,2023-09-13,B001,ZM,Retail,USSD,1993-04-12,M,Active
C01009176,2025-12-17,B005,ZM,Retail,Web,2013-04-01,M,Active
C01009177,2022-12-03,B002,ZM,Retail,Agent,2001-10-20,F,Active
C01009178,2024-10-03,B001,ZM,SME,Agent,1960-09-17,F,Active
C01009179,2024-06-01,B005,ZM,Retail,ATM,1976-01-30,M,Active
C01009180,2022-10-03,B002,ZM,Retail,App,1993-01-05,M,Active
C01009181,2023-10-02,B015,ZM,Retail,Agent,1991-05-19,M,Closed
C01009182,2026-01-05,B004,ZM,Retail,Web,1969-11-17,M,Active
C01009183,2024-03-07,B002,ZM,Retail,App,1974-06-28,M,Active
C01009184,2024-09-25,B015,ZM,Retail,Branch,2007-06-17,F,Dormant
C01009185,2022-08-13,B010,ZM,Retail,ATM,1974-06-14,F,Active
C01009186,2025-03-11,B003,ZM,Retail,Web,2001-07-04,F,Active
C01009187,2025-10-14,B002,ZM,Retail,USSD,1997-02-05,F,Active
C01009188,2024-10-01,B003,ZM,Retail,Branch,1978-07-07,M,Active
C01009189,2025-09-13,B002,ZM,SME,USSD,1998-04-08,F,Active
C01009190,2025-02-08,B003,ZM,Premium,Agent,1986-11-20,F,Active
C01009191,2025-11-04,B010,ZM,Retail,App,1981-01-22,F,Dormant
C01009192,2025-01-09,B004,ZM,Retail,Branch,1967-01-11,M,Active
C01009193,2025-03-17,B020,ZM,Premium,Web,1988-03-03,M,Active
C01009194,2024-08-20,B005,ZM,Retail,USSD,1986-01-06,M,Active
C01009195,2024-09-01,B003,ZM,Retail,Agent,2007-01-21,M,Active
C01009196,2025-02-25,B010,ZM,Retail,USSD,2010-03-15,F,Active
C01009197,2022-11-17,B003,ZM,Retail,App,2011-02-17,F,Active
C01009198,2024-11-03,B004,ZM,Retail,App,1990-02-02,F,Dormant
C01009199,2022-04-25,B003,ZM,Retail,Agent,1995-04-20,F,Active
C01009200,2024-03-12,B010,ZM,SME,ATM,1991-04-13,F,Active
C01009201,2023-06-24,B015,ZM,Retail,Agent,1985-04-09,F,Active
C01009202,2024-10-10,B010,ZM,Retail,ATM,1997-02-19,F,Active
C01009203,2025-04-25,B020,ZM,SME,Agent,1998-12-28,F,Active
C01009204,2024-02-13,B020,ZM,SME,Agent,1982-04-01,M,Active
C01009205,2025-06-17,B020,ZM,SME,App,1986-10-13,F,Dormant
C01009206,2025-10-17,B001,ZM,Premium,ATM,1989-08-22,F,Active
C01009207,2023-12-24,B004,ZM,Retail,Agent,1983-06-25,M,Dormant
C01009208,2023-08-06,B015,ZM,Premium,USSD,1986-03-18,F,Dormant
C01009209,2023-10-19,B001,ZM,Retail,App,1979-11-12,F,Active
C01009210,2022-05-06,B004,ZM,Retail,Branch,1987-07-30,M,Dormant
C01009211,2022-02-27,B015,ZM,Retail,App,1983-02-03,M,Dormant
C01009212,2025-04-24,B003,ZM,Retail,Agent,1966-07-19,F,Active
C01009213,2022-04-03,B015,ZM,SME,Web,1987-05-24,M,Active
C01009214,2022-09-20,B010,ZM,Retail,Web,1970-11-19,M,Closed
C01009215,2024-01-21,B001,ZM,Retail,App,1995-06-26,M,Active
C01009216,2023-12-16,B003,ZM,Retail,Branch,2011-01-30,M,Active
C01009217,2025-04-10,B010,ZM,Retail,App,2014-02-20,F,Active
C01009218,2022-02-25,B004,ZM,Retail,Branch,2012-11-06,M,Active
C01009219,2025-07-04,B015,ZM,Retail,Agent,1981-12-10,M,Active
C01009220,2023-11-30,B010,ZM,SME,USSD,2014-07-01,F,Active
C01009221,2024-02-19,B003,ZM,Retail,USSD,1981-10-01,M,Active
C01009222,2022-07-19,B001,ZM,Retail,Branch,1983-03-10,M,Active
C01009223,2024-05-26,B001,ZM,Retail,ATM,1984-09-28,M,Active
C01009224,2023-12-08,B020,ZM,Retail,USSD,2011-11-19,F,Active
C01009225,2024-01-02,B015,ZM,Retail,Web,2000-06-13,M,Active
C01009226,2024-04-23,B010,ZM,Retail,App,1985-07-29,M,Active
C01009227,2023-12-21,B020,ZM,Retail,Agent,1980-04-24,M,Active
C01009228,2022-04-26,B003,ZM,Retail,ATM,2011-07-30,M,Active
C01009229,2025-09-16,B020,ZM,Retail,Web,1984-03-10,M,Active
C01009230,2023-05-16,B002,ZM,Retail,App,1996-10-10,M,Active
C01009231,2023-05-23,B004,ZM,Retail,Web,1983-09-01,F,Active
C01009232,2023-04-26,B020,ZM,Retail,ATM,1961-07-16,M,Closed
C01009233,2025-08-20,B004,ZM,Retail,Branch,2007-03-05,F,Active
C01009234,2023-10-02,B003,ZM,SME,App,2010-05-12,F,Active
C01009235,2025-04-28,B002,ZM,Retail,Web,1975-05-16,F,Active
C01009236,2022-06-23,B001,ZM,Retail,Agent,1973-02-08,F,Active
C01009237,2025-11-10,B015,ZM,Retail,Agent,1980-02-22,M,Active
C01009238,2022-05-15,B005,ZM,Retail,Web,1964-04-13,M,Active
C01009239,2023-09-17,B005,ZM,Retail,ATM,2013-03-24,M,Active
C01009240,2022-08-23,B015,ZM,SME,ATM,1989-06-11,M,Active
C01009241,2023-11-23,B003,ZM,SME,Agent,2004-11-25,M,Active
C01009242,2022-12-14,B002,ZM,SME,Agent,1997-09-09,M,Closed
C01009243,2022-02-10,B002,ZM,SME,ATM,1971-07-06,F,Active
C01009244,2025-01-07,B004,ZM,Retail,Branch,2014-04-26,M,Active
C01009245,2023-10-30,B001,ZM,Retail,USSD,2002-10-18,M,Active
C01009246,2022-03-18,B010,ZM,Retail,Web,1979-08-09,F,Dormant
C01009247,2024-08-01,B020,ZM,SME,Branch,2011-08-22,M,Active
C01009248,2025-09-09,B002,ZM,Retail,Web,2007-11-01,F,Active
C01009249,2024-05-15,B015,ZM,Retail,Agent,2006-11-12,M,Active
C01009250,2025-03-09,B010,ZM,Retail,Branch,2012-04-08,M,Active
C01009251,2024-11-20,B005,ZM,SME,Agent,1984-03-09,F,Active
C01009252,2024-05-12,B010,ZM,Retail,Agent,1968-12-12,M,Dormant
C01009253,2023-07-01,B001,ZM,Retail,Agent,1982-05-10,M,Active
C01009254,2022-02-11,B015,ZM,Premium,App,1974-02-23,F,Active
C01009255,2025-11-26,B001,ZM,Retail,USSD,1969-04-18,M,Active
C01009256,2024-08-19,B010,ZM,Premium,Agent,1960-09-18,M,Dormant
C01009257,2025-04-19,B020,ZM,Retail,Web,2011-03-24,M,Closed
C01009258,2022-02-15,B003,ZM,Retail,ATM,1999-12-21,M,Active
C01009259,2023-10-11,B002,ZM,SME,USSD,1971-07-31,F,Active
C01009260,2024-02-13,B015,ZM,Retail,Web,1965-06-28,F,Active
C01009261,2025-03-14,B003,ZM,Retail,App,1975-07-20,F,Active
C01009262,2024-03-10,B010,ZM,Retail,Agent,1970-05-01,F,Active
C01009263,2023-10-23,B002,ZM,Retail,Web,2002-12-13,F,Active
C01009264,2025-03-18,B004,ZM,Retail,Web,1963-11-21,M,Active
C01009265,2022-07-20,B003,ZM,Retail,Web,2002-12-19,M,Active
C01009266,2024-09-27,B003,ZM,Retail,USSD,1989-04-27,F,Active
C01009267,2022-07-24,B010,ZM,SME,Agent,1987-01-13,F,Dormant
C01009268,2025-11-15,B005,ZM,Retail,Web,2006-07-10,M,Active
C01009269,2025-10-14,B010,ZM,Retail,ATM,1991-03-13,F,Active
C01009270,2023-02-26,B003,ZM,Retail,Agent,1977-04-15,F,Active
C01009271,2023-11-20,B002,ZM,Retail,Branch,1985-10-02,M,Active
C01009272,2024-10-14,B020,ZM,SME,ATM,1997-01-12,M,Active
C01009273,2024-10-26,B005,ZM,Retail,App,1993-03-29,F,Active
